time,latitude,longitude,elevation
1704561342,39.614371,-106.366759,3081.4
1704561343,39.614371,-106.366759,3081.4
1704561344,39.614371,-106.366759,3081.4
1704561345,39.614375,-106.366763,3081.4
1704561346,39.614375,-106.366764,3081.4
1704561347,39.614375,-106.366764,3081.4
1704561348,39.614375,-106.366764,3081.4
1704561349,39.614363,-106.366774,3081.4
1704561350,39.614363,-106.366774,3081.4
1704561351,39.614361,-106.36679,3081.4
1704561352,39.614361,-106.36679,3081.3
1704561353,39.614361,-106.36679,3081.3
1704561354,39.614361,-106.36679,3081.3
1704561355,39.614361,-106.36679,3081.3
1704561356,39.614361,-106.36679,3081.3
1704561357,39.614368,-106.366787,3081.3
1704561358,39.614368,-106.366787,3081.3
1704561359,39.61437,-106.366792,3081.3
1704561360,39.61437,-106.366792,3081.3
1704561361,39.614375,-106.366788,3081.3
1704561362,39.614368,-106.366776,3081.3
1704561363,39.614371,-106.366772,3081.3
1704561364,39.614375,-106.366772,3081.3
1704561365,39.614382,-106.366753,3081.0
1704561366,39.614376,-106.366749,3081.0
1704561367,39.614368,-106.366761,3081.2
1704561368,39.614367,-106.366762,3081.2
1704561369,39.614367,-106.366762,3081.2
1704561370,39.614374,-106.366768,3081.2
1704561371,39.614377,-106.366757,3081.2
1704561372,39.614376,-106.366762,3081.2
1704561373,39.614373,-106.366772,3081.2
1704561374,39.614374,-106.366764,3081.2
1704561375,39.614363,-106.36677,3081.2
1704561376,39.614366,-106.366773,3081.2
1704561377,39.614366,-106.366773,3081.2
1704561378,39.614358,-106.366758,3081.1
1704561379,39.614355,-106.366758,3081.1
1704561380,39.614363,-106.366747,3080.9
1704561381,39.614368,-106.366737,3080.9
1704561383,39.614374,-106.366727,3080.8
1704561384,39.614379,-106.366717,3080.8
1704561385,39.61437,-106.366712,3080.8
1704561386,39.614373,-106.366705,3080.9
1704561387,39.614378,-106.366708,3080.8
1704561388,39.614377,-106.366698,3080.8
1704561389,39.614381,-106.366697,3080.8
1704561390,39.614385,-106.366687,3080.5
1704561391,39.614386,-106.366677,3080.5
1704561392,39.614399,-106.366673,3080.4
1704561393,39.614405,-106.366667,3080.8
1704561394,39.614411,-106.36666,3080.8
1704561395,39.614418,-106.366654,3080.5
1704561396,39.614424,-106.366648,3080.4
1704561397,39.61442,-106.366635,3080.4
1704561398,39.614425,-106.366627,3080.4
1704561399,39.614424,-106.366619,3081.1
1704561400,39.614433,-106.366609,3081.0
1704561401,39.614436,-106.366593,3081.0
1704561402,39.614436,-106.366591,3081.0
1704561403,39.614434,-106.366586,3081.0
1704561404,39.614434,-106.366559,3081.7
1704561405,39.614448,-106.366549,3081.7
1704561406,39.614461,-106.366537,3082.0
1704561407,39.614459,-106.36653,3082.0
1704561408,39.614464,-106.366522,3081.9
1704561409,39.61446,-106.366507,3081.9
1704561410,39.614463,-106.3665,3081.9
1704561411,39.614466,-106.366493,3082.6
1704561412,39.614472,-106.366479,3082.6
1704561413,39.614475,-106.366469,3082.6
1704561414,39.614486,-106.366456,3082.0
1704561415,39.614483,-106.366446,3082.6
1704561416,39.614483,-106.366436,3082.6
1704561417,39.614473,-106.366434,3083.2
1704561418,39.614476,-106.366423,3083.2
1704561419,39.614497,-106.366409,3083.1
1704561420,39.614503,-106.366398,3083.0
1704561421,39.614499,-106.366391,3083.0
1704561422,39.614497,-106.366384,3083.0
1704561423,39.614503,-106.366377,3083.0
1704561424,39.614502,-106.366373,3083.0
1704561425,39.614503,-106.366367,3083.3
1704561426,39.614512,-106.36636,3083.3
1704561427,39.614507,-106.36636,3083.3
1704561428,39.614507,-106.366359,3083.3
1704561429,39.614505,-106.366365,3083.3
1704561430,39.614502,-106.366363,3083.3
1704561431,39.614506,-106.366371,3083.0
1704561432,39.614506,-106.366364,3083.2
1704561433,39.614505,-106.366363,3083.2
1704561434,39.614506,-106.366371,3082.9
1704561435,39.614501,-106.366377,3082.9
1704561436,39.614504,-106.36637,3082.9
1704561437,39.614498,-106.366369,3082.9
1704561438,39.6145,-106.366374,3082.9
1704561439,39.6145,-106.366378,3082.9
1704561440,39.614503,-106.366369,3082.9
1704561441,39.614504,-106.36637,3082.9
1704561442,39.614503,-106.366371,3082.9
1704561443,39.614503,-106.366371,3082.9
1704561444,39.614508,-106.366363,3083.2
1704561445,39.614507,-106.366355,3083.1
1704561446,39.61451,-106.366358,3083.1
1704561447,39.614505,-106.366366,3083.1
1704561448,39.6145,-106.366369,3082.8
1704561449,39.614503,-106.366368,3082.8
1704561450,39.61451,-106.36636,3083.1
1704561451,39.614513,-106.366345,3083.1
1704561452,39.614496,-106.366347,3083.1
1704561453,39.614498,-106.36635,3083.1
1704561454,39.614494,-106.36635,3083.1
1704561455,39.614495,-106.366351,3083.1
1704561456,39.614493,-106.366346,3083.1
1704561457,39.614501,-106.366349,3083.1
1704561458,39.614484,-106.366343,3083.0
1704561459,39.614494,-106.366342,3083.0
1704561460,39.614491,-106.366338,3083.0
1704561461,39.614491,-106.366339,3083.0
1704561462,39.614491,-106.366339,3083.0
1704561463,39.614491,-106.366339,3083.0
1704561464,39.614491,-106.366339,3083.0
1704561465,39.614501,-106.366332,3083.0
1704561466,39.614499,-106.366333,3083.0
1704561467,39.614503,-106.366319,3083.2
1704561468,39.614505,-106.366318,3083.2
1704561469,39.614505,-106.36632,3083.2
1704561470,39.61451,-106.366322,3083.2
1704561471,39.614515,-106.366319,3083.1
1704561472,39.614514,-106.366314,3083.1
1704561473,39.614515,-106.366315,3083.1
1704561474,39.614518,-106.366318,3082.4
1704561475,39.614518,-106.366318,3082.4
1704561476,39.614511,-106.36631,3083.1
1704561477,39.614515,-106.366308,3083.1
1704561478,39.614515,-106.366308,3083.1
1704561479,39.614516,-106.366307,3082.4
1704561480,39.614505,-106.3663,3083.1
1704561481,39.614508,-106.366312,3083.1
1704561482,39.61451,-106.366313,3083.1
1704561483,39.614513,-106.366308,3083.1
1704561484,39.614513,-106.366307,3083.0
1704561485,39.614515,-106.366305,3083.0
1704561486,39.614517,-106.366306,3082.3
1704561487,39.614514,-106.366305,3083.0
1704561488,39.614514,-106.36631,3083.0
1704561489,39.614509,-106.366306,3083.0
1704561490,39.614512,-106.366307,3083.0
1704561491,39.614509,-106.366302,3083.0
1704561492,39.614512,-106.366308,3083.0
1704561493,39.614514,-106.366302,3083.0
1704561494,39.614521,-106.366311,3082.3
1704561495,39.614519,-106.3663,3082.3
1704561496,39.614518,-106.366299,3082.3
1704561497,39.614519,-106.366299,3082.2
1704561498,39.614518,-106.366301,3082.2
1704561499,39.614516,-106.366298,3082.2
1704561500,39.614513,-106.366296,3082.9
1704561501,39.614516,-106.366296,3082.2
1704561502,39.614516,-106.366295,3082.2
1704561503,39.614516,-106.366299,3082.2
1704561504,39.614516,-106.366296,3082.2
1704561505,39.614518,-106.366296,3082.2
1704561506,39.614518,-106.366296,3082.2
1704561507,39.614518,-106.366296,3082.2
1704561509,39.614518,-106.366296,3082.2
1704561510,39.614518,-106.366296,3082.2
1704561511,39.614518,-106.366297,3082.1
1704561512,39.614522,-106.366294,3082.1
1704561513,39.614524,-106.366288,3082.1
1704561514,39.614504,-106.366296,3082.8
1704561515,39.614502,-106.366294,3082.8
1704561516,39.614499,-106.366293,3082.8
1704561517,39.614496,-106.366291,3082.8
1704561518,39.614493,-106.36629,3082.8
1704561519,39.61449,-106.366289,3082.8
1704561520,39.614488,-106.366287,3082.8
1704561521,39.614485,-106.366286,3082.8
1704561522,39.614501,-106.366304,3082.8
1704561523,39.614507,-106.366305,3082.7
1704561524,39.614512,-106.366296,3082.7
1704561525,39.614512,-106.366295,3082.7
1704561526,39.614512,-106.366295,3082.7
1704561527,39.614512,-106.366295,3082.7
1704561528,39.614512,-106.366295,3082.7
1704561529,39.61452,-106.366274,3082.1
1704561530,39.614518,-106.366272,3082.1
1704561531,39.614519,-106.366269,3082.1
1704561532,39.614527,-106.366264,3082.1
1704561533,39.614531,-106.366263,3082.1
1704561534,39.614531,-106.366263,3082.1
1704561535,39.614529,-106.36627,3082.1
1704561536,39.614529,-106.36627,3082.1
1704561537,39.614531,-106.366263,3082.1
1704561538,39.614531,-106.366263,3082.1
1704561539,39.614531,-106.366263,3082.1
1704561540,39.614531,-106.366263,3082.1
1704561541,39.614531,-106.366263,3082.1
1704561542,39.614531,-106.366263,3082.0
1704561543,39.614533,-106.366269,3082.0
1704561544,39.614536,-106.366264,3082.0
1704561545,39.614538,-106.366259,3082.0
1704561546,39.61454,-106.366259,3082.0
1704561547,39.614542,-106.36626,3082.0
1704561548,39.61454,-106.36626,3082.0
1704561549,39.61454,-106.36626,3082.0
1704561550,39.61454,-106.366265,3082.0
1704561551,39.614538,-106.366261,3082.0
1704561552,39.614538,-106.366261,3082.0
1704561553,39.614538,-106.366261,3082.0
1704561554,39.614538,-106.366261,3081.9
1704561555,39.614537,-106.36627,3081.9
1704561556,39.614541,-106.366263,3081.9
1704561557,39.614538,-106.366267,3081.9
1704561558,39.614535,-106.366263,3081.9
1704561559,39.614533,-106.366272,3081.9
1704561560,39.614539,-106.366269,3081.9
1704561561,39.61454,-106.366268,3081.9
1704561562,39.61454,-106.366268,3081.9
1704561563,39.614538,-106.366273,3081.9
1704561564,39.614537,-106.366276,3081.9
1704561565,39.614537,-106.366276,3081.9
1704561566,39.61454,-106.36627,3081.9
1704561567,39.61455,-106.366273,3081.0
1704561568,39.614553,-106.366275,3081.0
1704561569,39.614553,-106.366277,3081.0
1704561570,39.614551,-106.366279,3081.0
1704561571,39.614552,-106.366278,3081.0
1704561572,39.61455,-106.366274,3081.0
1704561573,39.61455,-106.366274,3081.0
1704561574,39.614551,-106.366277,3081.0
1704561575,39.61455,-106.366279,3081.0
1704561576,39.614552,-106.366274,3081.0
1704561577,39.614551,-106.36627,3080.9
1704561578,39.614554,-106.366262,3080.9
1704561579,39.614556,-106.366256,3080.9
1704561580,39.614558,-106.366251,3080.9
1704561581,39.614558,-106.366251,3080.9
1704561582,39.614557,-106.366251,3080.9
1704561583,39.614557,-106.366251,3080.9
1704561584,39.614557,-106.366251,3080.9
1704561585,39.614557,-106.366251,3080.9
1704561586,39.614556,-106.366249,3080.9
1704561587,39.614557,-106.366243,3080.9
1704561588,39.614555,-106.366249,3080.9
1704561589,39.614556,-106.366248,3080.9
1704561590,39.614556,-106.366248,3080.8
1704561591,39.614556,-106.366248,3080.8
1704561592,39.614559,-106.366245,3080.8
1704561593,39.614559,-106.366245,3080.8
1704561594,39.614559,-106.366245,3080.8
1704561595,39.614556,-106.366236,3080.9
1704561596,39.614562,-106.36623,3080.9
1704561597,39.614561,-106.366222,3080.9
1704561598,39.61456,-106.366227,3080.9
1704561599,39.614553,-106.366221,3080.8
1704561600,39.614556,-106.366219,3080.8
1704561601,39.614555,-106.366218,3080.8
1704561602,39.614553,-106.366213,3080.8
1704561603,39.614553,-106.366213,3080.8
1704561604,39.614553,-106.366213,3080.8
1704561605,39.614553,-106.366213,3080.8
1704561606,39.614553,-106.366213,3080.8
1704561607,39.614553,-106.366213,3080.8
1704561608,39.614553,-106.366213,3080.8
1704561609,39.614559,-106.366218,3080.8
1704561610,39.614557,-106.366207,3080.8
1704561611,39.614565,-106.366205,3080.8
1704561612,39.614563,-106.366212,3080.7
1704561613,39.614563,-106.366209,3080.7
1704561614,39.614562,-106.366209,3080.7
1704561615,39.614565,-106.366204,3080.7
1704561616,39.614565,-106.366204,3080.7
1704561617,39.614565,-106.366204,3080.7
1704561618,39.614558,-106.3662,3080.7
1704561619,39.614561,-106.366201,3080.7
1704561620,39.614561,-106.3662,3080.7
1704561621,39.614561,-106.366199,3080.7
1704561622,39.614562,-106.366199,3080.7
1704561623,39.614562,-106.366198,3080.7
1704561624,39.614562,-106.366197,3080.6
1704561625,39.614562,-106.366197,3080.6
1704561626,39.614563,-106.366196,3080.6
1704561627,39.614563,-106.366195,3080.6
1704561628,39.614563,-106.366195,3080.6
1704561629,39.614564,-106.366194,3080.6
1704561630,39.614564,-106.366193,3080.6
1704561631,39.614564,-106.366192,3080.6
1704561632,39.614564,-106.366192,3080.6
1704561633,39.614565,-106.366191,3080.6
1704561634,39.614565,-106.36619,3080.6
1704561636,39.614565,-106.36619,3080.6
1704561637,39.614566,-106.366189,3080.6
1704561638,39.614566,-106.366188,3080.6
1704561639,39.614566,-106.366188,3080.6
1704561640,39.614566,-106.366187,3080.5
1704561641,39.614567,-106.366186,3080.5
1704561642,39.614567,-106.366186,3080.5
1704561643,39.614567,-106.366185,3080.5
1704561644,39.614568,-106.366184,3080.5
1704561645,39.614568,-106.366184,3080.5
1704561646,39.614568,-106.366183,3080.5
1704561647,39.614568,-106.366182,3080.5
1704561648,39.614569,-106.366181,3080.5
1704561649,39.614569,-106.366181,3080.5
1704561650,39.614569,-106.36618,3080.5
1704561651,39.61457,-106.366179,3080.5
1704561652,39.61457,-106.366179,3080.4
1704561653,39.61457,-106.366178,3080.4
1704561654,39.61457,-106.366177,3080.4
1704561655,39.614571,-106.366177,3080.4
1704561656,39.614571,-106.366176,3080.4
1704561657,39.614571,-106.366175,3080.4
1704561658,39.614572,-106.366175,3080.4
1704561659,39.614572,-106.366174,3080.4
1704561660,39.614572,-106.366173,3080.4
1704561661,39.614572,-106.366173,3080.4
1704561662,39.614573,-106.366172,3080.4
1704561663,39.614573,-106.366171,3080.4
1704561664,39.614573,-106.366171,3080.4
1704561665,39.614574,-106.36617,3080.3
1704561666,39.614574,-106.366169,3080.3
1704561667,39.614574,-106.366168,3080.3
1704561668,39.614574,-106.366168,3080.3
1704561669,39.614575,-106.366167,3080.3
1704561670,39.614575,-106.366166,3080.3
1704561671,39.614575,-106.366166,3080.3
1704561672,39.614576,-106.366165,3080.3
1704561673,39.614576,-106.366164,3080.3
1704561674,39.614576,-106.366164,3080.3
1704561675,39.614576,-106.366163,3080.3
1704561676,39.614577,-106.366162,3080.3
1704561677,39.614577,-106.366162,3080.3
1704561678,39.614577,-106.366161,3080.2
1704561679,39.614578,-106.36616,3080.2
1704561680,39.614578,-106.36616,3080.2
1704561681,39.61458,-106.366163,3080.2
1704561682,39.614587,-106.366168,3079.3
1704561683,39.614585,-106.366165,3079.2
1704561684,39.614585,-106.36616,3079.2
