time,latitude,longitude,elevation
1704564940,39.56528,-106.32973,3474.0
1704564941,39.56524,-106.329707,3474.7
1704564942,39.565198,-106.329682,3475.4
1704564943,39.565156,-106.329657,3476.2
1704564944,39.565114,-106.329633,3477.0
1704564945,39.565073,-106.32961,3477.9
1704564946,39.565032,-106.329585,3478.9
1704564947,39.564993,-106.329559,3479.8
1704564948,39.56495,-106.329534,3480.9
1704564949,39.56491,-106.329508,3482.1
1704564950,39.564868,-106.329481,3483.3
1704564951,39.564829,-106.329458,3484.4
1704564952,39.564786,-106.329433,3485.6
1704564953,39.564745,-106.329412,3486.7
1704564954,39.564703,-106.329389,3487.7
1704564955,39.564661,-106.329365,3488.6
1704564956,39.564621,-106.329345,3489.5
1704564957,39.564577,-106.329319,3490.3
1704564958,39.564535,-106.329294,3491.0
1704564959,39.564499,-106.329271,3491.5
1704564960,39.56446,-106.329245,3492.0
1704564961,39.564419,-106.329222,3492.5
1704564962,39.564378,-106.329197,3493.0
1704564963,39.564338,-106.329172,3493.4
1704564964,39.564297,-106.329148,3493.9
1704564965,39.564253,-106.329122,3494.3
1704564966,39.564211,-106.329097,3494.7
1704564967,39.564173,-106.329073,3495.1
1704564968,39.564136,-106.329049,3495.5
1704564969,39.564092,-106.329026,3496.0
1704564970,39.56405,-106.329004,3496.4
1704564971,39.564009,-106.32898,3496.9
1704564972,39.563966,-106.328957,3497.4
1704564973,39.56392,-106.328932,3497.9
1704564974,39.563879,-106.328907,3498.3
1704564975,39.563825,-106.328879,3498.9
1704564976,39.563786,-106.328854,3499.3
1704564977,39.563751,-106.328834,3499.6
1704564978,39.563732,-106.328824,3499.8
1704564979,39.563718,-106.328819,3499.9
1704564980,39.563689,-106.328808,3500.1
1704564981,39.56368,-106.328803,3500.2
1704564982,39.563649,-106.328779,3500.4
1704564983,39.56364,-106.328782,3500.5
1704564984,39.563628,-106.32875,3500.7
1704564985,39.563593,-106.328761,3500.9
1704564986,39.563555,-106.328774,3500.7
1704564987,39.563528,-106.328792,3500.9
1704564988,39.563529,-106.328819,3500.5
1704564989,39.563546,-106.328831,3500.5
1704564990,39.563548,-106.328831,3500.4
1704564991,39.563546,-106.328836,3500.3
1704564992,39.563558,-106.328843,3500.1
1704564993,39.563559,-106.328848,3500.0
1704564994,39.56356,-106.328857,3499.9
1704564995,39.563558,-106.328864,3499.6
1704564996,39.563557,-106.32887,3499.5
1704564997,39.563556,-106.328883,3499.5
1704564998,39.56356,-106.328892,3499.4
1704564999,39.56356,-106.328895,3499.3
1704565000,39.563564,-106.328904,3498.9
1704565001,39.563561,-106.328909,3498.9
1704565002,39.56356,-106.328911,3498.8
1704565003,39.563559,-106.328912,3498.7
1704565004,39.563559,-106.328913,3498.7
1704565005,39.563558,-106.328914,3498.6
1704565006,39.563558,-106.328915,3498.5
1704565007,39.563557,-106.328917,3498.5
1704565008,39.563557,-106.328918,3498.4
1704565009,39.563556,-106.328919,3498.3
1704565010,39.563556,-106.32892,3498.3
1704565011,39.563555,-106.328921,3498.2
1704565012,39.563555,-106.328923,3498.1
1704565013,39.563554,-106.328924,3498.1
1704565014,39.563554,-106.328925,3498.0
1704565015,39.563553,-106.328926,3497.9
1704565016,39.563553,-106.328927,3497.9
1704565017,39.563552,-106.328929,3497.8
1704565018,39.563552,-106.32893,3497.7
1704565019,39.563551,-106.328931,3497.8
1704565020,39.56355,-106.328932,3497.8
1704565021,39.56355,-106.328933,3497.7
1704565022,39.563549,-106.328935,3497.6
1704565023,39.563549,-106.328936,3497.6
1704565024,39.563548,-106.328937,3497.5
1704565025,39.563548,-106.328938,3497.4
1704565026,39.563547,-106.32894,3497.4
1704565027,39.563547,-106.328941,3497.3
1704565028,39.563546,-106.328942,3497.2
1704565029,39.563546,-106.328943,3497.2
1704565030,39.563545,-106.328944,3497.1
1704565031,39.563545,-106.328946,3496.7
1704565032,39.563544,-106.328947,3496.6
1704565033,39.563536,-106.32897,3496.5
1704565034,39.563536,-106.32899,3496.1
1704565035,39.563543,-106.329004,3496.0
1704565036,39.563548,-106.329016,3495.8
1704565037,39.563551,-106.329026,3495.8
1704565038,39.563561,-106.329041,3495.6
1704565039,39.56357,-106.329056,3495.4
1704565040,39.563578,-106.329072,3495.2
1704565041,39.563586,-106.329087,3495.1
1704565042,39.563602,-106.329096,3494.9
1704565043,39.563608,-106.329092,3494.8
1704565044,39.563607,-106.329089,3494.8
1704565045,39.563605,-106.329089,3494.8
1704565046,39.563602,-106.329094,3494.7
1704565047,39.56361,-106.329095,3494.6
1704565048,39.563612,-106.32911,3494.5
1704565049,39.563617,-106.329154,3494.1
1704565050,39.563624,-106.329168,3494.0
1704565051,39.563622,-106.329181,3493.9
1704565052,39.563614,-106.329185,3493.8
1704565053,39.56361,-106.329177,3493.7
1704565054,39.563609,-106.329169,3493.6
1704565055,39.56361,-106.32917,3493.6
1704565056,39.563611,-106.32917,3493.6
1704565057,39.563598,-106.329177,3493.4
1704565058,39.563615,-106.329194,3493.2
1704565059,39.563618,-106.329205,3493.1
1704565060,39.563621,-106.329216,3493.0
1704565061,39.563625,-106.329227,3492.9
1704565062,39.563637,-106.329262,3492.6
1704565063,39.563641,-106.329284,3492.4
1704565064,39.563654,-106.329333,3492.0
1704565065,39.563668,-106.329376,3491.7
1704565066,39.563681,-106.329423,3491.3
1704565067,39.563683,-106.329442,3491.1
1704565068,39.563693,-106.329474,3490.8
1704565069,39.563706,-106.329523,3490.4
1704565070,39.56371,-106.329566,3490.1
1704565071,39.563707,-106.329605,3489.7
1704565072,39.563725,-106.329643,3489.4
1704565073,39.563734,-106.329685,3489.0
1704565074,39.56375,-106.329728,3488.5
1704565075,39.563757,-106.32974,3488.4
1704565076,39.56377,-106.329783,3487.9
1704565077,39.563792,-106.329836,3487.2
1704565078,39.563809,-106.329867,3486.8
1704565079,39.563822,-106.329931,3486.0
1704565080,39.563829,-106.329978,3485.3
1704565081,39.56385,-106.330019,3484.6
1704565082,39.56386,-106.330073,3483.7
1704565083,39.563881,-106.33013,3482.6
1704565084,39.563892,-106.330154,3482.2
1704565085,39.56391,-106.330203,3481.2
1704565086,39.563939,-106.330258,3480.0
1704565087,39.563962,-106.330338,3478.4
1704565088,39.563986,-106.330418,3476.7
1704565089,39.563981,-106.330477,3475.4
1704565090,39.563963,-106.330529,3474.3
1704565091,39.563968,-106.330567,3473.5
1704565092,39.563995,-106.330616,3472.2
1704565093,39.564008,-106.330669,3471.0
1704565094,39.564043,-106.330709,3469.7
1704565095,39.564072,-106.33073,3468.7
1704565096,39.564095,-106.330751,3468.0
1704565097,39.564109,-106.330786,3467.1
1704565098,39.564133,-106.33085,3465.6
1704565099,39.564162,-106.330876,3464.6
1704565100,39.564188,-106.330898,3463.8
1704565101,39.564203,-106.33091,3463.3
1704565102,39.564226,-106.330931,3462.6
1704565103,39.564228,-106.330922,3462.4
1704565104,39.564251,-106.330909,3461.8
1704565105,39.564279,-106.330909,3461.0
1704565106,39.564298,-106.330914,3460.5
1704565107,39.564325,-106.330931,3459.7
1704565108,39.564345,-106.330936,3459.2
1704565109,39.564367,-106.330947,3458.6
1704565110,39.564384,-106.330952,3458.1
1704565111,39.564421,-106.330968,3457.1
1704565112,39.564433,-106.33097,3456.7
1704565113,39.564476,-106.33096,3455.6
1704565114,39.56451,-106.33102,3453.9
1704565115,39.56456,-106.331054,3452.3
1704565116,39.564592,-106.331055,3451.3
1704565117,39.564616,-106.331087,3450.2
1704565118,39.564794,-106.331152,3443.9
1704565119,39.564816,-106.331178,3442.7
1704565120,39.564854,-106.331224,3440.7
1704565121,39.564888,-106.331274,3438.6
1704565122,39.564917,-106.331317,3436.8
1704565123,39.564944,-106.331356,3435.2
1704565124,39.564978,-106.331386,3433.4
1704565125,39.565022,-106.33142,3431.2
1704565126,39.565063,-106.331444,3429.2
1704565127,39.565089,-106.331453,3428.0
1704565128,39.565115,-106.331472,3426.6
1704565129,39.565128,-106.331484,3425.9
1704565130,39.565161,-106.331515,3424.0
1704565131,39.565185,-106.331541,3422.6
1704565132,39.565205,-106.331563,3421.4
1704565133,39.565208,-106.33157,3421.2
1704565134,39.565211,-106.331578,3420.9
1704565135,39.56523,-106.331615,3419.3
1704565136,39.565247,-106.331648,3417.9
1704565137,39.565255,-106.33168,3416.7
1704565138,39.565237,-106.33169,3415.9
1704565139,39.56524,-106.331702,3415.4
1704565140,39.565257,-106.331715,3414.5
1704565141,39.565281,-106.331744,3413.0
1704565142,39.565298,-106.331747,3412.3
1704565143,39.56531,-106.331753,3411.7
1704565144,39.565322,-106.331758,3411.1
1704565145,39.565347,-106.331779,3409.8
1704565146,39.565386,-106.3318,3408.0
1704565147,39.5654,-106.331816,3407.2
1704565148,39.565429,-106.331825,3406.0
1704565149,39.56544,-106.331832,3405.4
1704565150,39.565482,-106.33186,3403.6
1704565151,39.565504,-106.331887,3402.4
1704565152,39.565517,-106.331896,3401.9
1704565153,39.565543,-106.331907,3400.9
1704565154,39.565582,-106.331924,3399.4
1704565155,39.565597,-106.331935,3398.9
1704565156,39.565629,-106.331983,3397.3
1704565157,39.565644,-106.332007,3396.5
1704565158,39.565697,-106.332067,3394.3
1704565159,39.565749,-106.332079,3392.5
1704565160,39.565788,-106.33209,3391.2
1704565161,39.565829,-106.33213,3389.5
1704565162,39.565874,-106.332175,3387.4
1704565163,39.565926,-106.332206,3385.3
1704565164,39.565951,-106.332276,3383.2
1704565165,39.565924,-106.332328,3381.4
1704565166,39.56591,-106.332352,3380.6
1704565167,39.565878,-106.332409,3378.7
1704565168,39.565902,-106.332483,3376.7
1704565169,39.565956,-106.332514,3374.9
1704565170,39.566007,-106.332555,3373.2
1704565171,39.566057,-106.33259,3371.6
1704565172,39.566107,-106.332641,3369.9
1704565173,39.566162,-106.332689,3368.1
1704565174,39.566215,-106.332719,3366.6
1704565175,39.566271,-106.332742,3365.0
1704565176,39.566323,-106.332773,3363.4
1704565177,39.566381,-106.332818,3361.1
1704565178,39.566435,-106.332863,3359.0
1704565179,39.566486,-106.332914,3356.9
1704565180,39.566535,-106.332984,3354.6
1704565181,39.566597,-106.33305,3352.1
1704565182,39.56666,-106.333087,3350.0
1704565183,39.566707,-106.33315,3347.9
1704565184,39.566718,-106.333248,3345.6
1704565185,39.566675,-106.333332,3343.3
1704565186,39.566632,-106.3334,3341.2
1704565187,39.566617,-106.333494,3339.0
1704565188,39.566662,-106.333585,3336.5
1704565189,39.566724,-106.333647,3334.1
1704565190,39.566783,-106.333674,3332.2
1704565191,39.566846,-106.333723,3329.9
1704565192,39.566902,-106.333746,3328.0
1704565193,39.566956,-106.33377,3326.1
1704565194,39.567005,-106.333796,3324.4
1704565195,39.56705,-106.333821,3322.9
1704565196,39.567098,-106.333848,3321.2
1704565197,39.567145,-106.333885,3319.4
1704565198,39.567189,-106.333913,3317.9
1704565199,39.567231,-106.333951,3316.3
1704565200,39.567239,-106.333961,3315.9
1704565201,39.567262,-106.333971,3315.2
1704565202,39.567296,-106.333997,3314.0
1704565203,39.567309,-106.334008,3313.5
1704565204,39.567332,-106.334051,3312.3
1704565205,39.567356,-106.334106,3310.8
1704565206,39.567363,-106.334146,3309.8
1704565207,39.567364,-106.334218,3308.1
1704565208,39.567372,-106.334285,3306.4
1704565209,39.56749,-106.334479,3300.6
1704565210,39.567518,-106.3345,3299.6
1704565211,39.567554,-106.334556,3297.9
1704565212,39.567582,-106.334612,3296.3
1704565213,39.567575,-106.334672,3294.9
1704565214,39.567553,-106.334731,3293.4
1704565215,39.567559,-106.3348,3291.8
1704565216,39.567606,-106.334871,3289.7
1704565217,39.56766,-106.334919,3287.8
1704565218,39.567692,-106.334979,3286.2
1704565219,39.567694,-106.335039,3284.8
1704565220,39.567684,-106.335095,3283.5
1704565221,39.567694,-106.335133,3282.6
1704565222,39.56769,-106.335109,3282.0
1704565223,39.567686,-106.335095,3281.7
1704565224,39.567686,-106.335095,3281.7
1704565225,39.567686,-106.335095,3281.7
1704565226,39.567686,-106.335095,3281.7
1704565227,39.567686,-106.335095,3281.7
1704565228,39.567686,-106.335095,3281.7
1704565229,39.567686,-106.335095,3281.7
1704565230,39.567682,-106.33509,3281.5
1704565231,39.567679,-106.335085,3281.4
1704565232,39.567675,-106.335081,3281.2
1704565233,39.567672,-106.335076,3281.1
1704565234,39.567668,-106.335071,3280.9
1704565235,39.567664,-106.335066,3280.7
1704565236,39.567661,-106.335062,3280.6
1704565237,39.567657,-106.335057,3280.4
1704565238,39.567654,-106.335052,3280.3
1704565239,39.56765,-106.335048,3280.1
1704565240,39.567646,-106.335043,3279.9
1704565241,39.567643,-106.335038,3279.8
1704565242,39.567641,-106.33504,3279.7
1704565243,39.567638,-106.335045,3279.6
1704565244,39.567638,-106.335044,3279.5
1704565245,39.56764,-106.335045,3279.5
1704565246,39.56764,-106.335045,3279.5
1704565247,39.567645,-106.335046,3279.3
1704565248,39.567641,-106.335046,3279.2
1704565249,39.56764,-106.335057,3278.9
1704565250,39.567636,-106.33507,3278.6
1704565251,39.567629,-106.335074,3278.3
1704565252,39.56762,-106.335084,3278.0
1704565253,39.567608,-106.335111,3277.2
1704565254,39.567622,-106.335148,3276.2
1704565255,39.567657,-106.335188,3274.7
1704565256,39.567686,-106.33522,3273.5
1704565257,39.567717,-106.335253,3272.2
1704565258,39.567746,-106.335278,3271.1
1704565259,39.56777,-106.33532,3269.9
1704565260,39.567802,-106.33536,3268.5
1704565261,39.567834,-106.335404,3267.1
1704565262,39.567813,-106.33547,3265.4
1704565263,39.567767,-106.335532,3263.4
1704565264,39.567721,-106.335605,3261.2
1704565265,39.567728,-106.335683,3259.3
1704565266,39.567773,-106.335706,3257.9
1704565267,39.567783,-106.335683,3257.2
1704565268,39.567773,-106.335663,3256.7
1704565269,39.567772,-106.335665,3256.6
1704565270,39.567772,-106.335665,3256.6
1704565271,39.567772,-106.335665,3256.6
1704565272,39.567772,-106.335665,3256.6
1704565273,39.567772,-106.335665,3256.6
1704565274,39.567772,-106.335665,3256.6
1704565275,39.567772,-106.335665,3256.6
1704565276,39.567772,-106.335665,3256.6
1704565277,39.567772,-106.335665,3256.6
1704565278,39.567772,-106.335665,3256.6
1704565279,39.567772,-106.335665,3256.6
1704565280,39.567772,-106.335665,3256.6
1704565281,39.567772,-106.335665,3256.6
1704565282,39.567772,-106.335665,3256.6
1704565283,39.567772,-106.335665,3256.6
1704565284,39.567772,-106.335665,3256.6
1704565285,39.567767,-106.335668,3256.5
1704565286,39.567765,-106.335668,3256.4
1704565287,39.567759,-106.335672,3256.2
1704565288,39.567758,-106.335672,3256.2
1704565289,39.567755,-106.335673,3256.1
1704565290,39.567757,-106.335669,3256.0
1704565291,39.567756,-106.335669,3255.9
1704565292,39.567754,-106.335671,3255.8
1704565293,39.567758,-106.335675,3255.7
1704565294,39.567765,-106.335675,3255.5
1704565295,39.567759,-106.335677,3255.3
1704565296,39.567756,-106.33568,3255.2
1704565297,39.567764,-106.335693,3254.8
1704565298,39.567748,-106.335693,3254.3
1704565299,39.567745,-106.335723,3253.6
1704565300,39.567748,-106.335743,3253.1
1704565301,39.567751,-106.335763,3252.6
1704565302,39.567779,-106.335788,3251.6
1704565303,39.567808,-106.335799,3250.6
1704565304,39.567831,-106.335818,3249.8
1704565305,39.567837,-106.335829,3249.5
1704565306,39.567861,-106.33588,3248.1
1704565307,39.567894,-106.335915,3246.7
1704565308,39.567935,-106.33595,3245.2
1704565309,39.567979,-106.335983,3243.8
1704565310,39.567995,-106.336035,3242.5
1704565311,39.568014,-106.336076,3241.5
1704565312,39.568049,-106.336133,3239.9
1704565313,39.568054,-106.336188,3238.8
1704565314,39.568012,-106.336235,3237.3
1704565315,39.56796,-106.33629,3235.5
1704565316,39.567925,-106.33633,3234.2
1704565317,39.567924,-106.336392,3232.8
1704565318,39.567957,-106.336449,3231.3
1704565319,39.567989,-106.336502,3229.8
1704565320,39.568035,-106.336553,3228.0
1704565321,39.568079,-106.336573,3226.7
1704565322,39.568116,-106.336586,3225.6
1704565323,39.568148,-106.336623,3224.3
1704565324,39.56813,-106.336698,3222.5
1704565325,39.568083,-106.336754,3220.6
1704565326,39.568062,-106.336756,3220.0
1704565327,39.568071,-106.336765,3219.7
1704565328,39.568066,-106.336777,3219.4
1704565329,39.56806,-106.336784,3219.1
1704565330,39.568053,-106.336793,3218.8
1704565331,39.568057,-106.336819,3218.2
1704565332,39.568085,-106.336849,3217.1
1704565333,39.568099,-106.336866,3216.6
1704565334,39.568105,-106.336877,3216.2
1704565335,39.568118,-106.336901,3215.6
1704565336,39.568129,-106.336931,3214.8
1704565337,39.568137,-106.336946,3214.4
1704565338,39.568142,-106.336967,3213.9
1704565339,39.568153,-106.336984,3213.4
1704565340,39.568163,-106.337024,3212.4
1704565341,39.568152,-106.337097,3210.7
1704565342,39.568124,-106.33716,3209.1
1704565343,39.568124,-106.337226,3207.7
1704565344,39.568161,-106.337263,3206.4
1704565345,39.568204,-106.337311,3204.9
1704565346,39.56824,-106.337375,3203.3
1704565347,39.56828,-106.337417,3201.9
1704565348,39.568321,-106.33743,3200.8
1704565349,39.568343,-106.337454,3200.0
1704565350,39.568338,-106.337514,3198.7
1704565351,39.568295,-106.337557,3197.2
1704565352,39.568264,-106.337591,3196.0
1704565353,39.568265,-106.33764,3194.9
1704565354,39.56829,-106.337689,3193.6
1704565355,39.568315,-106.337687,3192.8
1704565356,39.568312,-106.337685,3192.7
1704565357,39.568313,-106.337682,3192.7
1704565358,39.568311,-106.337676,3192.5
1704565359,39.568311,-106.337675,3192.5
1704565360,39.568311,-106.337675,3192.5
1704565361,39.568311,-106.337675,3192.5
1704565362,39.568311,-106.337675,3192.5
1704565363,39.568311,-106.337675,3192.5
1704565364,39.568311,-106.337675,3192.5
1704565365,39.568311,-106.337675,3192.5
1704565366,39.568311,-106.337675,3192.5
1704565367,39.568311,-106.337675,3192.5
1704565368,39.568311,-106.337675,3192.5
1704565369,39.568312,-106.337669,3192.3
1704565370,39.568312,-106.337669,3192.3
1704565371,39.568314,-106.33767,3192.3
1704565372,39.568313,-106.33767,3192.2
1704565373,39.568313,-106.33767,3192.2
1704565374,39.568305,-106.337667,3192.0
1704565375,39.568305,-106.337667,3192.0
1704565376,39.568305,-106.337667,3192.0
1704565377,39.568305,-106.337667,3192.0
1704565378,39.568305,-106.337667,3192.0
1704565379,39.568305,-106.337667,3192.0
1704565380,39.568305,-106.337667,3192.0
1704565381,39.568305,-106.337667,3192.0
1704565382,39.568305,-106.337667,3192.0
1704565383,39.568325,-106.337672,3191.3
1704565384,39.568319,-106.337678,3191.1
1704565385,39.568315,-106.337681,3190.9
1704565386,39.568308,-106.337683,3190.7
1704565387,39.568307,-106.337684,3190.7
1704565388,39.568306,-106.337682,3190.6
1704565389,39.568311,-106.337683,3190.5
1704565390,39.568311,-106.337683,3190.5
1704565391,39.568311,-106.337683,3190.5
1704565392,39.568311,-106.337683,3190.5
1704565393,39.568311,-106.337683,3190.5
1704565394,39.568304,-106.33769,3190.2
1704565395,39.5683,-106.337689,3190.1
1704565396,39.568306,-106.337703,3189.7
1704565397,39.568292,-106.337701,3189.2
1704565398,39.568281,-106.337739,3188.2
1704565399,39.568274,-106.33776,3187.6
1704565400,39.568289,-106.337799,3186.5
1704565401,39.568327,-106.33785,3184.6
1704565402,39.568359,-106.337894,3183.1
1704565403,39.568394,-106.337941,3181.3
1704565404,39.568416,-106.337976,3180.1
1704565405,39.568429,-106.337993,3179.4
1704565406,39.568465,-106.338046,3177.5
1704565407,39.568509,-106.338087,3175.6
1704565408,39.568558,-106.338114,3173.6
1704565409,39.568598,-106.338126,3172.1
1704565410,39.568632,-106.338129,3170.9
1704565411,39.568675,-106.338162,3169.1
1704565412,39.568696,-106.338181,3168.2
1704565413,39.568747,-106.338214,3166.1
1704565414,39.568782,-106.338232,3164.8
1704565415,39.568803,-106.338226,3164.1
1704565416,39.568805,-106.338222,3164.0
1704565417,39.5688,-106.338222,3163.8
1704565418,39.568796,-106.338228,3163.6
1704565419,39.568797,-106.338227,3163.5
1704565420,39.568796,-106.338223,3163.4
1704565421,39.568796,-106.338222,3163.4
1704565422,39.568796,-106.338222,3163.4
1704565423,39.568796,-106.338222,3163.4
1704565424,39.568796,-106.338222,3163.4
1704565425,39.568796,-106.338222,3163.4
1704565426,39.568796,-106.338222,3163.4
1704565427,39.568796,-106.338222,3163.4
1704565428,39.568796,-106.338225,3163.3
1704565429,39.568797,-106.338224,3163.3
1704565430,39.568797,-106.338224,3163.3
1704565431,39.568797,-106.338224,3163.3
1704565432,39.568797,-106.338224,3163.3
1704565433,39.568797,-106.338224,3163.3
1704565434,39.568797,-106.338224,3163.3
1704565435,39.568797,-106.338224,3163.3
1704565436,39.568797,-106.338224,3163.3
1704565437,39.568797,-106.338224,3163.3
1704565438,39.568797,-106.338224,3163.3
1704565439,39.568797,-106.338224,3163.3
1704565440,39.568787,-106.338223,3162.9
1704565441,39.568784,-106.338229,3162.7
1704565442,39.568784,-106.338234,3162.6
1704565443,39.568787,-106.338238,3162.5
1704565444,39.568789,-106.33824,3162.4
1704565445,39.568788,-106.338238,3162.3
1704565446,39.568781,-106.338229,3162.0
1704565447,39.568779,-106.338229,3161.9
1704565448,39.568774,-106.338231,3161.8
1704565449,39.568761,-106.338247,3161.2
1704565450,39.568761,-106.33825,3161.1
1704565451,39.568761,-106.33825,3161.1
1704565452,39.568761,-106.33825,3161.1
1704565453,39.568761,-106.33825,3161.1
1704565454,39.568761,-106.33825,3161.1
1704565455,39.568761,-106.33825,3161.1
1704565456,39.56877,-106.33825,3160.8
1704565457,39.568765,-106.338255,3160.7
1704565458,39.568763,-106.338265,3160.4
1704565459,39.568777,-106.33831,3159.3
1704565460,39.568782,-106.338328,3158.8
1704565461,39.568797,-106.338331,3158.4
1704565462,39.568814,-106.338332,3157.9
1704565463,39.568843,-106.33834,3157.1
1704565464,39.568879,-106.338366,3156.0
1704565465,39.56893,-106.338396,3154.5
1704565466,39.568969,-106.338426,3153.4
1704565467,39.568971,-106.338459,3152.8
1704565468,39.568965,-106.338475,3152.5
1704565469,39.568929,-106.338503,3151.5
1704565470,39.568918,-106.338547,3150.6
1704565471,39.568945,-106.338592,3149.6
1704565472,39.568973,-106.338615,3148.9
1704565473,39.568968,-106.338665,3148.0
1704565474,39.568935,-106.338731,3146.5
1704565475,39.568942,-106.338791,3145.5
1704565476,39.568955,-106.33883,3144.7
1704565477,39.568956,-106.338847,3144.4
1704565478,39.568963,-106.338877,3143.8
1704565479,39.568968,-106.338883,3143.7
1704565480,39.568967,-106.338899,3143.4
1704565481,39.568967,-106.338916,3143.1
1704565482,39.568963,-106.338924,3142.9
1704565483,39.568962,-106.338934,3142.8
1704565484,39.568962,-106.338938,3142.7
1704565485,39.568966,-106.338966,3142.2
1704565486,39.568972,-106.339005,3141.5
1704565487,39.568968,-106.339084,3140.1
1704565488,39.568997,-106.339153,3138.8
1704565489,39.569013,-106.339221,3137.6
1704565490,39.569028,-106.339286,3136.4
1704565491,39.569049,-106.33935,3135.3
1704565492,39.569077,-106.339413,3134.2
1704565493,39.56911,-106.339449,3133.4
1704565494,39.569146,-106.339494,3132.4
1704565495,39.569184,-106.339523,3131.5
1704565496,39.569221,-106.339571,3130.5
1704565497,39.569216,-106.339607,3129.9
1704565498,39.569181,-106.339673,3128.7
1704565499,39.569147,-106.339755,3127.3
1704565500,39.569122,-106.339859,3125.7
1704565501,39.569138,-106.339965,3124.1
1704565502,39.569151,-106.340087,3122.3
1704565503,39.569171,-106.340198,3120.7
1704565504,39.569159,-106.340297,3119.2
1704565505,39.569126,-106.340345,3118.3
1704565506,39.56913,-106.340419,3117.3
1704565507,39.569146,-106.340493,3116.2
1704565508,39.569127,-106.340575,3115.0
1704565509,39.569124,-106.340677,3113.5
1704565510,39.56914,-106.340793,3111.7
1704565511,39.569158,-106.340916,3109.8
1704565512,39.569195,-106.341025,3107.9
1704565513,39.569222,-106.341105,3106.4
1704565514,39.569248,-106.341195,3104.6
1704565515,39.56928,-106.341244,3103.5
1704565516,39.569321,-106.341287,3102.2
1704565517,39.569358,-106.34131,3101.3
1704565518,39.569393,-106.341367,3100.0
1704565519,39.569437,-106.341421,3098.5
1704565520,39.5695,-106.341467,3096.9
1704565521,39.569573,-106.341513,3095.0
1704565522,39.569637,-106.341544,3093.6
1704565523,39.569688,-106.341571,3092.5
1704565524,39.569731,-106.341598,3091.6
1704565525,39.569775,-106.341633,3090.6
1704565526,39.569826,-106.341665,3089.7
1704565527,39.569889,-106.341718,3088.7
1704565528,39.56995,-106.34176,3087.8
1704565529,39.570012,-106.341803,3087.0
1704565530,39.570084,-106.341866,3086.2
1704565531,39.57014,-106.341906,3085.8
1704565532,39.570196,-106.341972,3085.4
1704565533,39.570249,-106.342056,3085.1
1704565534,39.570297,-106.342141,3084.9
1704565535,39.570346,-106.342231,3084.9
1704565536,39.570389,-106.342317,3084.9
1704565537,39.570445,-106.342388,3084.9
1704565538,39.570501,-106.342458,3084.9
1704565539,39.570562,-106.342492,3084.3
1704565540,39.570614,-106.342508,3084.2
1704565541,39.57066,-106.342532,3084.9
1704565542,39.570705,-106.342561,3084.1
1704565543,39.570729,-106.34258,3083.7
1704565544,39.570781,-106.34262,3082.8
1704565545,39.570846,-106.342662,3081.8
1704565546,39.570906,-106.342693,3080.9
1704565547,39.570957,-106.342719,3080.2
1704565548,39.571012,-106.342738,3079.5
1704565549,39.571053,-106.342744,3079.0
1704565550,39.571124,-106.342768,3078.2
1704565551,39.57115,-106.342779,3077.9
1704565552,39.571182,-106.342789,3077.6
1704565553,39.571219,-106.34279,3077.2
1704565554,39.57123,-106.342791,3077.1
1704565555,39.571267,-106.342814,3076.7
1704565556,39.571307,-106.342843,3076.3
1704565557,39.571336,-106.342876,3076.0
1704565558,39.571362,-106.342915,3075.7
1704565559,39.571382,-106.342957,3075.4
1704565560,39.571407,-106.342999,3075.1
1704565561,39.571432,-106.343038,3074.8
1704565562,39.571465,-106.343071,3074.4
1704565563,39.57149,-106.343106,3074.1
1704565564,39.571509,-106.343151,3073.7
1704565565,39.571531,-106.343195,3073.3
1704565566,39.571561,-106.343251,3072.8
1704565567,39.571584,-106.34333,3072.0
1704565568,39.571603,-106.34341,3071.3
1704565569,39.571614,-106.343501,3070.4
1704565570,39.571627,-106.343604,3069.4
1704565571,39.571639,-106.343701,3068.3
1704565572,39.571648,-106.34379,3067.3
1704565573,39.571668,-106.343888,3066.2
1704565574,39.571692,-106.343976,3065.4
1704565575,39.57171,-106.344077,3064.4
1704565576,39.571732,-106.344164,3063.7
1704565577,39.571754,-106.344251,3062.9
1704565578,39.571776,-106.344348,3062.0
1704565579,39.57179,-106.344443,3061.2
1704565580,39.57181,-106.344527,3060.5
1704565581,39.571822,-106.344612,3059.8
1704565582,39.571834,-106.344702,3059.1
1704565583,39.571846,-106.344779,3058.5
1704565584,39.571865,-106.344853,3057.9
1704565585,39.57189,-106.344919,3057.4
1704565586,39.571921,-106.344979,3056.9
1704565587,39.571957,-106.345032,3056.5
1704565588,39.571991,-106.345086,3056.2
1704565589,39.572032,-106.345124,3055.8
1704565590,39.572079,-106.345161,3055.3
1704565591,39.572124,-106.3452,3054.8
1704565592,39.57217,-106.345226,3054.3
1704565593,39.572217,-106.345262,3053.7
1704565594,39.572265,-106.345298,3053.1
1704565595,39.572314,-106.34533,3052.5
1704565596,39.572376,-106.345364,3052.0
1704565597,39.572427,-106.345403,3051.5
1704565598,39.572485,-106.345442,3050.9
1704565599,39.572541,-106.345481,3050.2
1704565600,39.572606,-106.345525,3049.4
1704565601,39.572671,-106.34557,3048.6
1704565602,39.572739,-106.345616,3047.8
1704565603,39.572802,-106.345652,3046.9
1704565604,39.572868,-106.3457,3046.0
1704565605,39.57292,-106.345724,3045.3
